CÓDIGO OACI;CIAD;NOME;MUNICÍPIO;UF;MUNICÍPIO SERVIDO;UF SERVIDO;LatGeoPoint;LonGeoPoint;LATITUDE;LONGITUDE;ALTITUDE;OPERAÇÃO DIURNA;OPERAÇÃO NOTURNA;DESIGNAÇÃO 1;COMPRIMENTO 1;LARGURA 1;RESISTÊNCIA 1;SUPERFÍCIE 1;DESIGNAÇÃO 2;COMPRIMENTO2;LARGURA 2;RESISTÊNCIA 2;SUPERFÍCIE 2;SITUAÇÃO;ValidadedoRegistro;PortariadeRegistro;Link Portaria
SDAA;SP0045;Araras;ARARAS;São Paulo;Araras;São Paulo;-22.336944;-47.358333;"22°20'13.0S""";"047°21'30.0W""";685;;;dez/30;11,500,000;30,00;21/F/B/X/T;Asfalto;;;;;;Cadastrado;21/07/2030;PA2020-1744;https://pergamum.anac.gov.br/arquivos/PA2020-1744.pdf
SNQX;CE0010;Quixadá;QUIXADÁ;Ceará;Quixadá;Ceará;-4.9788889;-38.987778;"04°58'44.0S""";"038°59'16.0W""";225;VFR;Sem Operação;14/32;12,000,000;30,00;17/F/A/X/T;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1076;https://pergamum.anac.gov.br/arquivos/PA2020-1076.pdf
SDUQ;SP0042;Paraguaçu Paulista;PARAGUAÇU PAULISTA;São Paulo;Paraguaçu Paulista;São Paulo;-22.426944;-50.606944;"22°25'37.0S""";"050°36'25.0W""";476;VFR;Sem Operação;mai/23;11,990,000;30,00;5600 Kg /   0.50 MPa;Terra;;;;;;Interditado;22/02/2021;PA2011-0330;https://pergamum.anac.gov.br/arquivos/PA2011-0330.pdf
SDRR;SP0028;Avaré-Arandu;AVARÉ;São Paulo;Avaré;São Paulo;-23.093056;-48.984167;"23°05'35.0S""";"048°59'03.0W""";810;VFR;VFR;15/33;14,800,000;30,00;26/F/A/X/T;Asfalto;;;;;;Cadastrado;;PA2015-2649;https://pergamum.anac.gov.br/arquivos/PA2015-2649.pdf
SSBL;SC0019;Blumenau;BLUMENAU;Santa Catarina;Blumenau;Santa Catarina;-26.832778;-49.093611;"26°49'58.0S""";"049°05'37.0W""";18;VFR;Sem Operação;18/36;10,800,000;30,00;17/F/C/Y/U;Asfalto;;;;;;Cadastrado;30/07/2028;PA2018-2330;https://pergamum.anac.gov.br/arquivos/PA2018-2330.pdf
SBCN;GO0003;Nelson Rodrigues Guimarães;CALDAS NOVAS;Goiás;Caldas Novas;Goiás;-17.724722;-48.61;"17°43'29.0S""";"048°36'36.0W""";685;VFR / IFR Não Precisão;VFR / IFR Não Precisão;set/27;21,000,000;30,00;35/F/A/X/T;Asfalto;;;;;;Cadastrado;;PA2007-1408;https://pergamum.anac.gov.br/arquivos/PA2007-1408.pdf
SNBS;MA0010;Balsas;BALSAS;Maranhão;Balsas;Maranhão;-7.5252778;-46.053333;"07°31'31.0S""";"046°03'12.0W""";284;VFR;;15/33;10,000,000;23,00;14/F/B/Y/U;Asfalto;;;;;;Cadastrado;01/09/2025;PA2015-2308;https://pergamum.anac.gov.br/arquivos/PA2015-2308.pdf
SWNK;AM0011;Novo Campo;BOCA DO ACRE;Amazonas;Boca do Acre;Amazonas;-8.8347222;-67.3125;"08°50'05.0S""";"067°18'45.0W""";120;;;18/36;16,000,000;30,00;19/F/C/Y/U;Asfalto;;;;;;Cadastrado;26/03/2031;PA2021-4603;https://pergamum.anac.gov.br/arquivos/PA2021-4603.pdf
SSSZ;PR0033;Sertanópolis;SERTANÓPOLIS;Paraná;Sertanópolis;Paraná;-23.061944;-51.013889;"23°03'43.0S""";"051°00'50.0W""";361;VFR;Sem Operação;out/28;10,000,000;30,00;5700 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;13/10/2025;PA2015-2705;https://pergamum.anac.gov.br/arquivos/PA2015-2705.pdf
SNST;BA0049;Souto Soares;SOUTO SOARES;Bahia;Souto Soares;Bahia;-12.097222;-41.640556;"12°05'50.0S""";"041°38'26.0W""";816;VFR;;17/35;12,000,000;20,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/12/2025;PA2015-3334;https://pergamum.anac.gov.br/arquivos/PA2015-3334.pdf
SSAN;PR0032;João Galdino;ANDIRÁ;Paraná;;;-23.026944;-50.228333;"23°01'37.0S""";"050°13'42.0W""";490;VFR;;set/27;10,000,000;23,00;5600 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;06/11/2027;PA2017-3631;https://pergamum.anac.gov.br/arquivos/PA2017-3631.pdf
SBTT;AM0005;Tabatinga;TABATINGA;Amazonas;Tabatinga;Amazonas;-4.2505556;-69.937778;"04°15'02.0S""";"069°56'16.0W""";80;;;dez/30;21,500,000;32,00;34/F/A/X/T;Asfalto;;;;;;Cadastrado;15/04/2031;PA2021-4744;https://pergamum.anac.gov.br/arquivos/PA2021-4744.pdf
SNUH;MG0054;Piumhi;PIUMHI;Minas Gerais;Piumhi;Minas Gerais;-20.438889;-45.992222;"20°26'20.0S""";"045°59'32.0W""";751;VFR;Sem Operação;jul/25;11,480,000;30,00;14/F/A/Y/T;Asfalto;;;;;;Cadastrado;10/08/2030;PA2020-1981;https://pergamum.anac.gov.br/arquivos/PA2020-1981.pdf
SWHT;AM0019;Francisco Correa da Cruz;HUMAITÁ;Amazonas;Humaitá;Amazonas;-7.5336111;-63.050556;"07°32'01.0S""";"063°03'02.0W""";70;VFR;Sem Operação;14/32;12,000,000;45,00;7/F/B/Y/U;Terra;;;;;;Cadastrado;;PD1965-0149;https://pergamum.anac.gov.br/arquivos/PD1965-0149.pdf
SWBE;CE0006;Walfrido Samito de Almeida;SÃO BENEDITO;Ceará;São Benedito;Ceará;-4.05;-40.883333;"04°03'00.0S""";"040°53'00.0W""";884;VFR;VFR;out/28;15,000,000;30,00;12/F/B/Y/T;Asfalto;;;;;;Cadastrado;19/08/2023;PA2013-2111;https://pergamum.anac.gov.br/arquivos/PA2013-2111.pdf
SWII;AM0013;Ipiranga;SANTO ANTÔNIO DO IÇÁ;Amazonas;Santo Antônio do Içá;Amazonas;-2.9336111;-69.694722;"02°56'01.0S""";"069°41'41.0W""";40;VFR;;jan/19;15,000,000;30,00;13/R/C/W/U;Concreto;;;;;;Cadastrado;21/09/2021;PA2011-1806;https://pergamum.anac.gov.br/arquivos/PA2011-1806.pdf
SSNQ;MS0016;Nioaque;NIOAQUE;Mato Grosso do Sul;Nioaque;Mato Grosso do Sul;-21.184722;-55.830278;"21°11'05.0S""";"055°49'49.0W""";300;VFR;Sem Operação;18/36;12,000,000;60,00;8/F/C/Y/U;Grama;;;;;;Interditado;;PD1960-0110;https://pergamum.anac.gov.br/arquivos/PD1960-0110.pdf
SBJC;PA0005;Belém / Brigadeiro Protásio de Oliveira;BELÉM;Pará;Belém;Pará;-1.415;-48.458889;"01°24'54.0S""";"048°27'32.0W""";16.2;VFR;;16/34;11,060,000;30,00;34/F/C/X/U;Asfalto;;;;;;Cadastrado;31/01/2021;PA2011-0161;https://pergamum.anac.gov.br/arquivos/PA2011-0161.pdf
SNBA;SP0013;Chafei Amsei;BARRETOS;São Paulo;Barretos;São Paulo;-20.585556;-48.595833;"20°35'08.0S""";"048°35'45.0W""";580;VFR;VFR;ago/26;18,000,000;30,00;32/F/A/X/T;Asfalto;;;;;;Cadastrado;23/06/2030;PA2020-1562;https://pergamum.anac.gov.br/arquivos/PA2020-1562.pdf
SNIE;BA0020;Caetité;CAETITÉ;Bahia;Caetité;Bahia;-14.012222;-42.493889;"14°00'44.0S""";"042°29'38.0W""";976;VFR;;out/28;13,650,000;20,00;12/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/12/2025;PA2015-3332;https://pergamum.anac.gov.br/arquivos/PA2015-3332.pdf
SDAD;SP0046;Everaldo Moraes Barreto;ADAMANTINA;São Paulo;Adamantina;São Paulo;-21.696111;-51.096389;"21°41'46.0S""";"051°05'47.0W""";425;VFR;Sem Operação;set/27;12,400,000;18,00;5000 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1086;https://pergamum.anac.gov.br/arquivos/PA2020-1086.pdf
SNEB;PA0018;Nagib Demachki;PARAGOMINAS;Pará;Paragominas;Pará;-3.0197222;-47.316389;"03°01'11.0S""";"047°18'59.0W""";135;VFR;Sem Operação;set/27;14,500,000;30,00;30/F/C/X/T;Asfalto;;;;;;Cadastrado;19/05/2030;PA2020-1291;https://pergamum.anac.gov.br/arquivos/PA2020-1291.pdf
SDBY;SP0032;Bariri;BARIRI;São Paulo;Bariri;São Paulo;-22.069167;-48.706389;"22°04'09.0S""";"048°42'23.0W""";493;VFR;Sem Operação;nov/29;14,700,000;30,00;5600 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;20/05/2030;PA2020-1303;https://pergamum.anac.gov.br/arquivos/PA2020-1303.pdf
SNRU;PE0004;Caruaru;CARUARU;Pernambuco;Caruaru;Pernambuco;-8.2844444;-36.010833;"08°17'04.0S""";"036°00'39.0W""";576;VFR;Sem Operação;13/31;18,000,000;30,00;30/F/A/X/U;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1090;https://pergamum.anac.gov.br/arquivos/PA2020-1090.pdf
SBPS;BA0002;Porto Seguro;PORTO SEGURO;Bahia;Porto Seguro;Bahia;-16.438056;-39.077778;"16°26'17.0S""";"039°04'40.0W""";51;VFR / IFR Não Precisão;VFR / IFR Não Precisão;out/28;20,000,000;45,00;44/R/B/X/T;Asfalto;;;;;;Cadastrado;;PD1998-0299;https://pergamum.anac.gov.br/arquivos/PD1998-0299.pdf
SNBG;ES0005;Baixo Guandu - Aimorés;BAIXO GUANDU;Espírito Santo;Baixo Guandu;Espírito Santo;-19.498889;-41.041944;"19°29'56.0S""";"041°02'31.0W""";80;VFR;;nov/29;12,000,000;30,00;10/F/C/Y/U;Asfalto;;;;;;Interditado;28/07/2025;PA2015-1984;https://pergamum.anac.gov.br/arquivos/PA2015-1984.pdf
SBBI;PR0006;Bacacheri;CURITIBA;Paraná;Curitiba;Paraná;-25.403333;-49.233611;"25°24'12.0S""";"049°14'01.0W""";932;VFR / IFR Não Precisão;VFR / IFR Não Precisão;18/36;13,900,000;31,00;21/F/B/X/T;Asfalto;;;;;;Cadastrado;10/03/2026;PA2016-0533;https://pergamum.anac.gov.br/arquivos/PA2016-0533.pdf
SSGB;PR0035;Municipal de Guaratuba;GUARATUBA;Paraná;Guaratuba;Paraná;-25.880556;-48.612222;"25°52'50.0S""";"048°36'44.0W""";15;VFR;Sem Operação;fev/20;10,000,000;18,00;2500 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;18/11/2030;PA2020-3250;https://pergamum.anac.gov.br/arquivos/PA2020-3250.pdf
SWCZ;GO0024;Ceres;CERES;Goiás;Ceres;Goiás;-15.344722;-49.604722;"15°20'41.0S""";"049°36'17.0W""";598;VFR;;15/33;12,000,000;23,00;2500 Kg /   0.50 MPa;Asfalto;;;;;;Interditado;09/10/2023;PA2013-2624;https://pergamum.anac.gov.br/arquivos/PA2013-2624.pdf
SSRG;SP0030;Aeroporto Estadual de Registro;REGISTRO;São Paulo;Registro;São Paulo;-24.531667;-47.840278;"24°31'54.0S""";"047°50'25.0W""";25;VFR;;out/28;14,300,000;30,00;30/F/B/X/T;Asfalto;;;;;;Cadastrado;11/10/2022;PA2012-2146;https://pergamum.anac.gov.br/arquivos/PA2012-2146.pdf
SBUA;AM0003;São Gabriel da Cachoeira;SÃO GABRIEL DA CACHOEIRA;Amazonas;São Gabriel da Cachoeira;Amazonas;-0.1480556;-66.985833;"00°08'53.0S""";"066°59'09.0W""";76;VFR / IFR Não Precisão;Sem Operação;mai/23;26,000,000;45,00;47/F/C/X/U;Asfalto;;;;;;Cadastrado;05/05/2030;PA2020-1183;https://pergamum.anac.gov.br/arquivos/PA2020-1183.pdf
SSPG;PR0011;Santos Dumont;PARANAGUÁ;Paraná;Paranaguá;Paraná;-25.540556;-48.531111;"25°32'26.0S""";"048°31'52.0W""";5;VFR;Sem Operação;jun/24;14,550,000;30,00;16/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD1991-0064;https://pergamum.anac.gov.br/arquivos/PD1991-0064.pdf
SNCZ;MG0059;Ponte Nova;PONTE NOVA;Minas Gerais;Ponte Nova;Minas Gerais;-20.403056;-42.916667;"20°24'11.0S""";"042°55'00.0W""";572;;;jul/25;10,600,000;30,00;11/F/C/Y/T;Asfalto;;;;;;Interditado;13/01/2031;PA2021-3954;https://pergamum.anac.gov.br/arquivos/PA2021-3954.pdf
SNAS;MG0022;Três Marias;TRÊS MARIAS;Minas Gerais;Três Marias;Minas Gerais;-18.225;-45.190556;"18°13'30.0S""";"045°11'26.0W""";786;;;jun/24;15,000,000;45,00;24/F/C/X/U;Asfalto;;;;;;Cadastrado;26/03/2031;PA2021-4602;https://pergamum.anac.gov.br/arquivos/PA2021-4602.pdf
SWXV;MT0013;Xavantina;NOVA XAVANTINA;Mato Grosso;Nova Xavantina;Mato Grosso;-14.690833;-52.349167;"14°41'27.0S""";"052°20'57.0W""";316;VFR;Sem Operação;mar/21;14,900,000;45,00;10/F/C/Y/U;Terra;;;;;;Interditado;;PD1992-0119;https://pergamum.anac.gov.br/arquivos/PD1992-0119.pdf
SBOI;AP0002;Oiapoque;OIAPOQUE;Amapá;Oiapoque;Amapá;3.8613889;-51.796111;"03°51'41.0N""";"051°47'46.0W""";19;;;mar/21;12,000,000;30,00;10/F/B/Y/U;Asfalto;;;;;;Cadastrado;;PD1984-0039;https://pergamum.anac.gov.br/arquivos/PD1984-0039.pdf
SNVI;MG0035;Mello Viana;TRÊS CORAÇÕES;Minas Gerais;Três Corações;Minas Gerais;-21.789167;-45.268056;"21°47'21.0S""";"045°16'05.0W""";976;VFR;Sem Operação;abr/22;13,000,000;23,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;09/08/2029;PA2019-2431;https://pergamum.anac.gov.br/arquivos/PA2019-2431.pdf
SSMR;PR0026;Manoel Ribas;MANOEL RIBAS;Paraná;Manoel Ribas;Paraná;-24.529444;-51.651667;"24°31'46.0S""";"051°39'06.0W""";886;VFR;;17/35;12,000,000;30,00;12/F/C/Y/U;Asfalto;;;;;;Interditado;02/06/2027;PA2017-1810;https://pergamum.anac.gov.br/arquivos/PA2017-1810.pdf
SNBX;BA0028;Barra;BARRA;Bahia;Barra;Bahia;-11.081111;-43.1475;"11°04'52.0S""";"043°08'51.0W""";389;VFR;;jun/24;13,000,000;20,00;10/F/B/X/U;Asfalto;;;;;;Cadastrado;15/03/2026;PA2016-0574;https://pergamum.anac.gov.br/arquivos/PA2016-0574.pdf
SNCA;MG0031;Campo Belo;CAMPO BELO;Minas Gerais;Campo Belo;Minas Gerais;-20.8925;-45.335556;"20°53'33.0S""";"045°20'08.0W""";970;VFR;Sem Operação;out/28;14,200,000;30,00;25/F/A/X/T;Asfalto;;;;;;Cadastrado;23/06/2030;PA2020-1560;https://pergamum.anac.gov.br/arquivos/PA2020-1560.pdf
SSKK;RS0052;Capão da Canoa;CAPÃO DA CANOA;Rio Grande do Sul;Capão da Canoa;Rio Grande do Sul;-29.763611;-50.036944;"29°45'49.0S""";"050°02'13.0W""";10;VFR;Sem Operação;ago/26;7,000,000;27,00;2500 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;13/04/2030;PA2020-0979;https://pergamum.anac.gov.br/arquivos/PA2020-0979.pdf
SSQC;PR0029;Aguinaldo Pereira Lima;SIQUEIRA CAMPOS;Paraná;Siqueira Campos;Paraná;-23.674444;-49.818889;"23°40'28.0S""";"049°49'08.0W""";705;VFR;Sem Operação;jul/25;12,000,000;23,00;5700 Kg /   5.00 MPa;Asfalto;;;;;;Interditado;;PD1983-0010COMAR;https://pergamum.anac.gov.br/arquivos/PD1983-0010COMAR.pdf
SWFX;MT0022;São Félix do Araguaia;SÃO FÉLIX DO ARAGUAIA;Mato Grosso;São Félix do Araguaia;Mato Grosso;-11.631944;-50.688333;"11°37'55.0S""";"050°41'18.0W""";198;VFR;Sem Operação;dez/30;11,000,000;25,00;10/F/C/Y/U;Terra;;;;;;Cadastrado;;PD1997-0887;https://pergamum.anac.gov.br/arquivos/PD1997-0887.pdf
SDKK;SP0058;Mococa;MOCOCA;São Paulo;Mococa;São Paulo;-21.487222;-47.033889;"21°29'14.0S""";"047°02'02.0W""";651;VFR;;abr/22;10,000,000;30,00;8/F/C/Y/U;Terra;;;;;;Interditado;04/11/2023;PA2013-2824;https://pergamum.anac.gov.br/arquivos/PA2013-2824.pdf
SNPX;MG0028;Pirapora;PIRAPORA;Minas Gerais;Pirapora;Minas Gerais;-17.313889;-44.858611;"17°18'50.0S""";"044°51'31.0W""";551;VFR;Sem Operação;out/28;14,800,000;30,00;10/F/B/Y/U;Asfalto;;;;;;Cadastrado;19/04/2030;PA2020-1087;https://pergamum.anac.gov.br/arquivos/PA2020-1087.pdf
SWPK;MT0021;Poconé;POCONÉ;Mato Grosso;Poconé;Mato Grosso;-16.271667;-56.651111;"16°16'18.0S""";"056°39'04.0W""";187;VFR;;jan/19;11,500,000;23,00;5700 Kg /   0.50 MPa;Cascalho;;;;;;Cadastrado;17/10/2026;PA2016-2706;https://pergamum.anac.gov.br/arquivos/PA2016-2706.pdf
SDCG;AM0016;Senadora Eunice Michiles;SÃO PAULO DE OLIVENÇA;Amazonas;São Paulo de Olivença;Amazonas;-3.4705556;-68.924167;"03°28'14.0S""";"068°55'27.0W""";102;VFR;Sem Operação;abr/22;12,000,000;23,00;6/R/B/Y/T;Concreto;;;;;;Cadastrado;29/05/2028;PA2018-1632;https://pergamum.anac.gov.br/arquivos/PA2018-1632.pdf
SNZR;MG0026;Pedro Rabelo de Souza;PARACATU;Minas Gerais;Paracatu;Minas Gerais;-17.243056;-46.881389;"17°14'35.0S""";"046°52'53.0W""";730;VFR;Sem Operação;nov/29;15,000,000;30,00;11/F/C/Y/T;Asfalto;;;;;;Cadastrado;16/10/2028;PA2018-3129;https://pergamum.anac.gov.br/arquivos/PA2018-3129.pdf
SDET;SP0067;Tietê;TIETÊ;São Paulo;Tietê;São Paulo;-23.104722;-47.724444;"23°06'17.0S""";"047°43'28.0W""";501;VFR;Sem Operação;fev/20;8,500,000;30,00;5000 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;23/09/2030;PA2020-2412;https://pergamum.anac.gov.br/arquivos/PA2020-2412.pdf
SNBM;MG0051;Cristiano Ferreira Varella;MURIAÉ;Minas Gerais;Muriaé;Minas Gerais;-21.128889;-42.366944;"21°07'44.0S""";"042°22'01.0W""";270;VFR;Sem Operação;dez/30;11,400,000;23,00;12/F/B/Y/T;Asfalto;;;;;;Cadastrado;23/06/2020;PA2020-1561;https://pergamum.anac.gov.br/arquivos/PA2020-1561.pdf
SSCT;PR0025;Engenheiro Gastão de Mesquita Filho;CIANORTE;Paraná;Cianorte;Paraná;-23.691667;-52.642222;"23°41'30.0S""";"052°38'32.0W""";539;VFR;VFR;abr/22;12,000,000;23,00;5700 Kg /   0.62 MPa;Asfalto;;;;;;Cadastrado;21/01/2026;PA2016-0114;https://pergamum.anac.gov.br/arquivos/PA2016-0114.pdf
SNEE;RS0004;Vacaria Novo;VACARIA;Rio Grande do Sul;Vacaria;Rio Grande do Sul;-28.431944;-51.022778;"28°25'55.0S""";"051°01'22.0W""";900;VFR;;nov/29;20,200,000;30,00;32/F/A/X/T;Asfalto;;;;;;Cadastrado;13/01/2024;PA2014-0071;https://pergamum.anac.gov.br/arquivos/PA2014-0071.pdf
SNQD;PB0006;Sousa;SOUSA;Paraíba;Sousa;Paraíba;-6.7855556;-38.233889;"06°47'08.0S""";"038°14'02.0W""";272;VFR;Sem Operação;15/33;10,750,000;30,00;13/F/A/Y/U;Asfalto;;;;;;Cadastrado;05/06/2028;PA2018-1693;https://pergamum.anac.gov.br/arquivos/PA2018-1693.pdf
SSST;RS0015;Santiago;SANTIAGO;Rio Grande do Sul;Santiago;Rio Grande do Sul;-29.215;-54.842222;"29°12'54.0S""";"054°50'32.0W""";445;VFR;Sem Operação;17/35;13,400,000;60,00;8/F/C/Y/U;Terra;;;;;;Cadastrado;;;
SSKS;RS0039;Brigadeiro Nero Moura;CACHOEIRA DO SUL;Rio Grande do Sul;Cachoeira do Sul;Rio Grande do Sul;-30.002222;-52.940278;"30°00'08.0S""";"052°56'25.0W""";77;;;dez/30;10,200,000;18,00;10/F/B/Y/T;Asfalto;;;;;;Cadastrado;23/12/2030;PA2020-3744;https://pergamum.anac.gov.br/arquivos/PA2020-3744.pdf
SSEZ;RS0050;Espumoso;ESPUMOSO;Rio Grande do Sul;Espumoso;Rio Grande do Sul;-28.738056;-52.855556;"28°44'17.0S""";"052°51'20.0W""";390;VFR;;ago/26;7,200,000;18,00;2000 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;24/10/2028;PA2018-3262;https://pergamum.anac.gov.br/arquivos/PA2018-3262.pdf
SBUG;RS0012;Rubem Berta;URUGUAIANA;Rio Grande do Sul;Uruguaiana;Rio Grande do Sul;-29.783333;-57.036944;"29°47'00.0S""";"057°02'13.0W""";78;VFR / IFR Não Precisão;VFR / IFR Não Precisão;set/27;15,000,000;30,00;18/F/C/Y/T;Asfalto;;;;;;Cadastrado;13/02/2025;PA2015-0388;https://pergamum.anac.gov.br/arquivos/PA2015-0388.pdf
SDBB;SP0018;Bebedouro;BEBEDOURO;São Paulo;Bebedouro;São Paulo;-20.900278;-48.473611;"20°54'01.0S""";"048°28'25.0W""";592;VFR;;13/31;15,000,000;23,00;15/F/A/X/T;Asfalto;;;;;;Cadastrado;17/04/2024;PA2014-0924;https://pergamum.anac.gov.br/arquivos/PA2014-0924.pdf
SBJI;RO0005;Ji-Paraná;JI-PARANÁ;Rondônia;Ji-Paraná;Rondônia;-10.870556;-61.846667;"10°52'14.0S""";"061°50'48.0W""";182;VFR;VFR;mar/21;18,000,000;45,00;30/F/C/X/U;Asfalto;;;;;;Cadastrado;;;
SWTY;TO0009;Taguatinga;TAGUATINGA;Tocantins;Taguatinga;Tocantins;-12.433889;-46.400556;"12°26'02.0S""";"046°24'02.0W""";597;VFR;Sem Operação;mai/23;12,000,000;40,00;8/F/C/Y/U;Terra;;;;;;Cadastrado;;PD1952-0089;https://pergamum.anac.gov.br/arquivos/PD1952-0089.pdf
SWUD;MG0069;Deputado Oswaldo Tolentino;CLÁUDIO;Minas Gerais;Cláudio;Minas Gerais;-20.445833;-44.812778;"20°26'45.0S""";"044°48'46.0W""";820;VFR;Sem Operação;dez/30;10,000,000;30,00;15/F/B/Y/T;Asfalto;;;;;;Cadastrado;27/05/2030;PA2020-1389;https://pergamum.anac.gov.br/arquivos/PA2020-1389.pdf
SDCO;SP0027;Sorocaba;SOROCABA;São Paulo;Sorocaba;São Paulo;-23.483056;-47.486389;"23°28'59.0S""";"047°29'11.0W""";633;VFR;VFR;18/36;14,800,000;30,00;36/F/B/X/T;Asfalto;;;;;;Cadastrado;;PD2006-0287;https://pergamum.anac.gov.br/arquivos/PD2006-0287.pdf
SSRZ;RS0024;Dário Brasil Capoano de Oliveira;ROSÁRIO DO SUL;Rio Grande do Sul;Rosário do Sul;Rio Grande do Sul;-30.2775;-54.925278;"30°16'39.0S""";"054°55'31.0W""";102;VFR;Sem Operação;out/28;10,000,000;20,00;5700 Kg /   0.50 MPa;Saibro;;;;;;Interditado;09/04/2030;PA2020-0976;https://pergamum.anac.gov.br/arquivos/PA2020-0976.pdf
SWUA;GO0011;São Miguel do Araguaia;SÃO MIGUEL DO ARAGUAIA;Goiás;São Miguel do Araguaia;Goiás;-13.333889;-50.205833;"13°20'02.0S""";"050°12'21.0W""";384;VFR;Sem Operação;ago/26;15,000,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;18/05/2030;PA2020-1283;https://pergamum.anac.gov.br/arquivos/PA2020-1283.pdf
SJTS;PA0028;Terra Santa;TERRA SANTA;Pará;Terra Santa;Pará;-2.0727778;-56.488889;"02°04'22.0S""";"056°29'20.0W""";25;VFR;Sem Operação;dez/30;10,000,000;23,00;5700 Kg /   0.50 MPa;Piçarra;;;;;;Interditado;;PD2004-1233;https://pergamum.anac.gov.br/arquivos/PD2004-1233.pdf
SSHZ;RS0037;Walter Bündchen;HORIZONTINA;Rio Grande do Sul;Horizontina;Rio Grande do Sul;-27.638333;-54.338889;"27°38'18.0S""";"054°20'20.0W""";310;VFR;;16/34;10,500,000;18,00;6/F/C/Y/U;Asfalto;;;;;;Cadastrado;15/05/2029;PA2019-1419;https://pergamum.anac.gov.br/arquivos/PA2019-1419.pdf
SDMO;SP0068;Monte Alto;MONTE ALTO;São Paulo;Monte Alto;São Paulo;-21.258056;-48.524167;"21°15'29.0S""";"048°31'27.0W""";750;;;17/35;8,500,000;20,00;5600 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;03/12/2030;PA2020-3475;https://pergamum.anac.gov.br/arquivos/PA2020-3475.pdf
SIBZ;PB0010;Itaporanga;ITAPORANGA;Paraíba;Itaporanga;Paraíba;-7.3111111;-38.113611;"07°18'40.0S""";"038°06'49.0W""";292;VFR;;14/32;10,000,000;24,00;8/F/B/Y/U;Asfalto;;;;;;Cadastrado;12/01/2028;PA2018-0027;https://pergamum.anac.gov.br/arquivos/PA2018-0027.pdf
SWBC;AM0017;Barcelos;BARCELOS;Amazonas;Barcelos;Amazonas;-0.9808333;-62.918889;"00°58'51.0S""";"062°55'08.0W""";34;VFR;Sem Operação;set/27;12,000,000;30,00;6/F/B/Y/U;Asfalto;;;;;;Cadastrado;;PD1982-0039;https://pergamum.anac.gov.br/arquivos/PD1982-0039.pdf
SNUN;MG0055;Unaí;UNAÍ;Minas Gerais;Unaí;Minas Gerais;-16.353889;-46.926944;"16°21'14.0S""";"046°55'37.0W""";609;VFR;Sem Operação;17/35;11,000,000;30,00;10/F/C/X/U;Asfalto;;;;;;Interditado;;;
SNVC;MG0074;Viçosa;VIÇOSA;Minas Gerais;Viçosa;Minas Gerais;-20.744722;-42.841944;"20°44'41.0S""";"042°50'31.0W""";659;VFR;;17/35;9,000,000;30,00;5000 Kg /   5.00 MPa;Asfalto;;;;;;Cadastrado;;;
SDLL;SP0048;Yolanda Penteado;LEME;São Paulo;Leme;São Paulo;-22.225833;-47.380833;"22°13'33.0S""";"047°22'51.0W""";627;VFR;Sem Operação;ago/26;11,500,000;18,00;7/F/B/X/U;Asfalto;;;;;;Cadastrado;;;
SBVH;RO0003;Vilhena;VILHENA;Rondônia;Vilhena;Rondônia;-12.694167;-60.097222;"12°41'39.0S""";"060°05'50.0W""";615;VFR / IFR Não Precisão;VFR / IFR Não Precisão;mar/21;26,000,000;30,00;30/F/A/X/T;Asfalto;;;;;;Cadastrado;06/04/2025;PA2015-0819;https://pergamum.anac.gov.br/arquivos/PA2015-0819.pdf
SNIG;CE0007;Iguatu;IGUATU;Ceará;Iguatu;Ceará;-6.3477778;-39.298611;"06°20'52.0S""";"039°17'55.0W""";213;VFR;Sem Operação;16/34;14,100,000;30,00;16/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD2000-1945;https://pergamum.anac.gov.br/arquivos/PD2000-1945.pdf
SWWU;GO0013;Uruaçu;URUAÇU;Goiás;Uruaçu;Goiás;-14.544722;-49.091111;"14°32'41.0S""";"049°05'28.0W""";520;VFR;Sem Operação;18/36;14,400,000;30,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;19/05/2030;PA2020-1295;https://pergamum.anac.gov.br/arquivos/PA2020-1295.pdf
